region,year,events,fatalities,post2015,light_mean,cropl_mean,taux_chomage,nbr_site,taux_site,gold_avg_pre2015,gold_avg_post2015,density_hab_km2,hdi_2017,terror_pre2015,terror_post2015,gold_sites
Sud-Ouest,2015,2,0,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2016,2,0,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2017,1,1,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2018,17,3,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2019,36,4,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2020,16,4,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2021,29,52,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2022,56,104,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2023,26,128,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2024,25,43,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
Sud-Ouest,2025,22,22,1,1.101132308,0.049950325,3.1,106,17.44,16.7,61,47.393185439392084,0.346,10,68,61
